,,0
85,1992,1002573
85,1996,1112944
85,2000,1228359
85,2004,1353788
85,2008,1518538
85,2012,1749677
85,2016,2007882
85,2020,2225728
86,Country,"Gambia, The"
86,Country Code,GMB
86,1960,365049
86,1964,396012
86,1968,438590
86,1972,492424
86,1976,557810
86,1980,637252
86,1984,725688
86,1988,873440
86,1992,1027476
86,1996,1164091
86,2000,1317708
86,2004,1496524
86,2008,1689288
86,2012,1905020
86,2016,2149134
86,2020,2416664
87,Country,Georgia
87,Country Code,GEO
87,1960,3645600
87,1964,3870300
87,1968,4042300
87,1972,4205300
87,1976,4342400
87,1980,4467700
87,1984,4622200
87,1988,4790700
87,1992,4873500
87,1996,4491699
87,2000,4077131
87,2004,3927340
87,2008,3848449
87,2012,3728874
87,2016,3727505
87,2020,3714000
88,Country,Germany
88,Country Code,DEU
88,1960,72814900
88,1964,75318337
88,1968,77294314
88,1972,78688452
88,1976,78336950
88,1980,78288576
88,1984,77858685
88,1988,78144619
88,1992,80624598
88,1996,81914831
88,2000,82211508
88,2004,82516260
88,2008,82110097
88,2012,80425823
88,2016,82348669
88,2020,83240525
89,Country,Ghana
89,Country Code,GHA
89,1960,6635229
89,1964,7524470
89,1968,8321773
89,1972,9229640
89,1976,10199164
89,1980,11056112
89,1984,12405659
89,1988,13947047
89,1992,15653345
89,1996,17462504
89,2000,19278850
89,2004,21272328
89,2008,23563832
89,2012,25996454
89,2016,28481947
89,2020,31072945
90,Country,Gibraltar
90,Country Code,GIB
90,1960,23420
90,1964,25478
90,1968,27693
90,1972,29353
90,1976,30179
90,1980,30068
90,1984,29284
90,1988,29164
90,1992,28844
90,1996,28970
90,2000,31081
90,2004,32930
90,2008,33570
90,2012,33653
90,2016,33738
90,2020,33691
91,Country,Greece
91,Country Code,GRC
91,1960,8331725
91,1964,8510429
91,1968,8740765
91,1972,8888628
91,1976,9188150
91,1980,9642505
91,1984,9895801
91,1988,10036983
91,1992,10399061
91,1996,10608800
91,2000,10805808
91,2004,10955141
91,2008,11077841
91,2012,11045011
91,2016,10775971
91,2020,10715549
92,Country,Greenland
92,Country Code,GRL
92,1960,32500
92,1964,37600
92,1968,43400
92,1972,48300
92,1976,49700
92,1980,50200
92,1984,52700
92,1988,54800
92,1992,55300
92,1996,55900
92,2000,56200
92,2004,56911
92,2008,56328
92,2012,56810
92,2016,56186
92,2020,56367
93,Country,Grenada
93,Country Code,GRD
93,1960,89927
93,1964,94122
93,1968,94929
93,1972,93984
93,1976,91469
93,1980,89032
93,1984,98472
93,1988,98126
93,1992,97161
93,1996,101003
93,2000,102837
93,2004,104346
93,2008,105457
93,2012,107452
93,2016,110263
93,2020,112519
94,Country,Guam
94,Country Code,GUM
94,1960,66733
94,1964,73047
94,1968,80212
94,1972,87580
94,1976,95380
94,1980,104134
94,1984,113953
94,1988,124674
94,1992,136693
94,1996,148061
94,2000,155323
94,2004,158094
94,2008,159037
94,2012,159990
94,2016,162948
94,2020,168783
95,Country,Guatemala
95,Country Code,GTM
95,1960,4128880
95,1964,4640795
95,1968,5184095
95,1972,5723759
95,1976,6269983
95,1980,6890346
95,1984,7669863
95,1988,8566331
95,1992,9544055
95,1996,10536942
95,2000,11589761
95,2004,12682108
95,2008,13739299
95,2012,14781942
95,2016,15827690
95,2020,16858333
96,Country,Guinea
96,Country Code,GIN
96,1960,3494164
96,1964,3735912
96,1968,4013050
96,1972,4290544
96,1976,4559239
96,1980,4871446
96,1984,5326369
96,1988,5982484
96,1992,6716032
96,1996,7463782
96,2000,8240735
96,2004,8925729
96,2008,9738796
96,2012,10652032
96,2016,11738434
96,2020,13132792
97,Country,Guinea-Bissau
97,Country Code,GNB
97,1960,616140
97,1964,641821
97,1968,680431
97,1972,732516
97,1976,770415
97,1980,781678
97,1984,851276
97,1988,933046
97,1992,1020353
97,1996,1110835
97,2000,1201305
97,2004,1313492
97,2008,1446936
97,2012,1604981
97,2016,1782434
97,2020,1967998
98,Country,Guyana
98,Country Code,GUY
98,1960,571813
98,1964,637835
98,1968,686144
98,1972,721949
98,1976,754101
98,1980,780153
98,1984,775217
98,1988,750641
98,1992,748596
98,1996,760801
98,2000,746718
98,2004,745737
98,2008,746815
98,2012,755388
98,2016,771363
98,2020,786559
99,Country,Haiti
99,Country Code,HTI
99,1960,3866162
99,1964,4177631
99,1968,4509811
99,1972,4837334
99,1976,5191637
99,1980,5643175
99,1984,6194686
99,1988,6758222
99,1992,7319491
99,1996,7887312
99,2000,8463802
99,2004,9047082
99,2008,9646570
99,2012,10250922
99,2016,10839976
99,2020,11402533
100,Country,Heavily indebted poor countries (HIPC)
100,Country Code,HPC
100,1960,161734348
100,1964,178048131
100,1968,197119416
100,1972,219004306
100,1976,243590882
100,1980,270668519
100,1984,299959455
100,1988,334249174
100,1992,376055877
100,1996,423019239
100,2000,471680803
100,2004,528444638
100,2008,590590409
100,2012,660193919
100,2016,738387077
100,2020,823480038
101,Country,High income
101,Country Code,HIC
101,1960,759783611
101,1964,799159797
101,1968,833895491
101,1972,869313732
101,1976,901732072
101,1980,932075328
101,1984,960111311
101,1988,986702713
101,1992,1016513603
101,1996,1047818942
101,2000,1074819578
101,2004,1103693618
101,2008,1138167727
101,2012,1166465944
101,2016,1194191812
101,2020,1214930230
102,Country,Honduras
102,Country Code,HND
102,1960,2038636
102,1964,2280044
102,1968,2560723
102,1972,2882102
102,1976,3251145
102,1980,3678274
102,1984,4154864
102,1988,4677023
102,1992,5244677
102,1996,5874814
102,2000,6574510
102,2004,7282953
102,2008,7980955
102,2012,8640692
102,2016,9270794
102,2020,9904608
103,Country,"Hong Kong SAR, China"
103,Country Code,HKG
103,1960,3075605
103,1964,3504600
103,1968,3802700
103,1972,4123600
103,1976,4518000
103,1980,5063100
103,1984,5397900
103,1988,5627600
103,1992,5800500
103,1996,6435500
103,2000,6665000
103,2004,6783500
103,2008,6957800
103,2012,7150100
103,2016,7336600
103,2020,7481800
104,Country,Hungary
104,Country Code,HUN
104,1960,9983967
104,1964,10119835
104,1968,10255815
104,1972,10398489
104,1976,10598677
104,1980,10711122
104,1984,10668095
104,1988,10596487
104,1992,10369341
104,1996,10311238
104,2000,10210971
104,2004,10107146
104,2008,10038188
104,2012,9920362
104,2016,9814023
104,2020,9749763
105,Country,Iceland
105,Country Code,ISL
105,1960,175574
105,1964,188983
105,1968,201488
105,1972,209137
105,1976,220154
105,1980,228138
105,1984,239511
105,1988,249740
105,1992,261057
105,1996,268916
105,2000,281205
105,2004,292074
105,2008,317414
105,2012,320716
105,2016,335439
105,2020,366425
106,Country,IDA & IBRD total
106,Country Code,IBT
106,1960,2299245319
106,1964,2483839827
106,1968,2726850543
106,1972,2994908497
106,1976,3261263509
106,1980,3529315742
106,1984,3825225748
106,1988,4144329655
106,1992,4463427809
106,1996,4768632853
106,2000,5065364303
106,2004,5352930991
106,2008,5643704018
106,2012,5943942309
106,2016,6254651557
106,2020,6562212357
107,Country,IDA blend
107,Country Code,IDB
107,1960,..
107,1964,..
107,1968,..
107,1972,..
107,1976,..
107,1980,..
107,1984,..
107,1988,..
107,1992,..
107,1996,..
107,2000,..
107,2004,..
107,2008,..
107,2012,..
107,2016,..
107,2020,..
108,Country,IDA only
108,Country Code,IDX
108,1960,..
108,1964,..
108,1968,..
108,1972,..
108,1976,..
108,1980,..
108,1984,..
108,1988,..
108,1992,..
108,1996,..
108,2000,..
108,2004,..
108,2008,..
108,2012,..
108,2016,..
108,2020,..
109,Country,IDA total
109,Country Code,IDA
109,1960,..
109,1964,..
109,1968,..
109,1972,..
109,1976,..
109,1980,..
109,1984,..
109,1988,..
109,1992,..
109,1996,..
109,2000,..
109,2004,..
109,2008,..
109,2012,..
109,2016,..
109,2020,..
110,Country,India
110,Country Code,IND
110,1960,450547675
110,1964,488848139
110,1968,531513834
110,1972,581087255
110,1976,637630085
110,1980,698952837
110,1984,766833411
110,1988,837468938
110,1992,909307018
110,1996,982365248
110,2000,1056575548
110,2004,1129623466
110,2008,1200669762
110,2012,1265780243
110,2016,1324517250
110,2020,1380004385
111,Country,Indonesia
111,Country Code,IDN
111,1960,87751066
111,1964,97596728
111,1968,108779926
111,1972,121017316
111,1976,133966940
111,1980,147447834
111,1984,161523353
111,1988,174975953
111,1992,187739786
111,1996,199901231
111,2000,211513822
111,2004,223285666
111,2008,235469755
111,2012,248451714
111,2016,261556386
111,2020,273523621
112,Country,"Iran, Islamic Rep."
112,Country Code,IRN
112,1960,21906909
112,1964,24307855
112,1968,27032576
112,1972,30075295
112,1976,33733975
112,1980,38650244
112,1984,45472792
112,1988,53077312
112,1992,58780376
112,1996,62294919
112,2000,65623397
112,2004,68951279
112,2008,72120608
112,2012,75539881
112,2016,79563991
112,2020,83992953
113,Country,Iraq
113,Country Code,IRQ
113,1960,7289753
113,1964,8122199
113,1968,9260687
113,1972,10599661
113,1976,12068675
113,1980,13653348
113,1984,15190396
113,1988,16612319
113,1992,18402740
113,1996,20783073
113,2000,23497589
113,2004,26313838
113,2008,28385739
113,2012,31890012
113,2016,36610632
113,2020,40222503
114,Country,Ireland
114,Country Code,IRL
114,1960,2828600
114,1964,2866550
114,1968,2915550
114,1972,3036850
114,1976,3238050
114,1980,3412800
114,1984,3532423
114,1988,3524949
114,1992,3558430
114,1996,3637510
114,2000,3805174
114,2004,4070262
114,2008,4489544
114,2012,4599533
114,2016,4755335
114,2020,4994724
115,Country,Isle of Man
115,Country Code,IMN
115,1960,48444
115,1964,49396
115,1968,53252
115,1972,57166
115,1976,60374
115,1980,63546
115,1984,63812
115,1988,67927
115,1992,71262
115,1996,72884
115,2000,76942
115,2004,79515
115,2008,83515
115,2012,84534
115,2016,83296
115,2020,85032
116,Country,Israel
116,Country Code,ISR
116,1960,2114020
116,1964,2475000
116,1968,2803000
116,1972,3148000
116,1976,3533000
116,1980,3878000
116,1984,4159000
116,1988,4442000
116,1992,5123000
116,1996,5692000
116,2000,6289000
116,2004,6809000
116,2008,7308800
116,2012,7910500
116,2016,8546000
116,2020,9216900
117,Country,Italy
117,Country Code,ITA
117,1960,50199700
117,1964,51675350
117,1968,53235750
117,1972,54381345
117,1976,55718260
117,1980,56433883
117,1984,56576718
117,1988,56629288
117,1992,56797087
117,1996,56860281
117,2000,56942108
117,2004,57685327
117,2008,58826731
117,2012,59539717
117,2016,60627498
117,2020,59554023
118,Country,Jamaica
118,Country Code,JAM
118,1960,1628524
118,1964,1730739
118,1968,1825873
118,1972,1935089
118,1976,2055371
118,1980,2162839
118,1984,2306367
118,1988,2389415
118,1992,2461047
118,1996,2558631
118,2000,2654698
118,2004,2725017
118,2008,2781869
118,2012,2842128
118,2016,2906242
118,2020,2961161
119,Country,Japan
119,Country Code,JPN
119,1960,93216000
119,1964,96903000
119,1968,101011000
119,1972,107188000
119,1976,112775000
119,1980,116807000
119,1984,120083000
119,1988,122578000
119,1992,124425000
119,1996,125757000
119,2000,126843000
119,2004,127761000
119,2008,128063000
119,2012,127629000
119,2016,126994511
119,2020,125836021
120,Country,Jordan
120,Country Code,JOR
120,1960,933102
120,1964,1102404
120,1968,1500168
120,1972,1883923
120,1976,2123180
120,1980,2377997
120,1984,2784457
120,1988,3256552
120,1992,3977667
120,1996,4732848
120,2000,5122495
120,2004,5580241
120,2008,6556473
120,2012,8089963
120,2016,9554286
120,2020,10203140
121,Country,Kazakhstan
121,Country Code,KAZ
121,1960,9934564
121,1964,11511856
121,1968,12611432
121,1972,13463985
121,1976,14212145
121,1980,14796175
121,1984,15483411
121,1988,16205998
121,1992,16439095
121,1996,15578227
121,2000,14883626
121,2004,15012984
121,2008,15776938
121,2012,16792090
121,2016,17794055
121,2020,18754440
122,Country,Kenya
122,Country Code,KEN
122,1960,8120082
122,1964,9222692
122,1968,10539909
122,1972,12146070
122,1976,14096258
122,1980,16417203
122,1984,19146403
122,1988,22153685
122,1992,25326080
122,1996,28589456
122,2000,31964557
122,2004,35635267
122,2008,39791984
122,2012,44343469
122,2016,49051531
122,2020,53771300
123,Country,Kiribati
123,Country Code,KIR
123,1960,41196
123,1964,45392
123,1968,49354
123,1972,52775
123,1976,55922
123,1980,59296
123,1984,62745
123,1988,69087
123,1992,74767
123,1996,78904
123,2000,84405
123,2004,90498
123,2008,98760
123,2012,106359
123,2016,112529
123,2020,119446
124,Country,"Korea, Dem. People's Rep."
124,Country Code,PRK
124,1960,11424189
124,1964,12282417
124,1968,13609976
124,1972,15207765
124,1976,16554744
124,1980,17472144
124,1984,18590142
124,1988,19708316
124,1992,20937407
124,1996,22113428
124,2000,22929078
124,2004,23732740
124,2008,24310143
124,2012,24800638
124,2016,25307665
124,2020,25778815
125,Country,"Korea, Rep."
125,Country Code,KOR
125,1960,25012374
125,1964,27984155
125,1968,30838302
125,1972,33505406
125,1976,35848523
125,1980,38123775
125,1984,40405956
125,1988,42031247
125,1992,43747962
125,1996,45524681
125,2000,47008111
125,2004,48082519
125,2008,49054708
125,2012,50199853
125,2016,51217803
125,2020,51780579
126,Country,Kosovo
126,Country Code,XKX
126,1960,947000
126,1964,1050000
126,1968,1163000
126,1972,1278000
126,1976,1400000
126,1980,1521000
126,1984,1647000
126,1988,1791000
126,1992,1932000
126,1996,2059000
126,2000,1700000
126,2004,1704622
126,2008,1747383
126,2012,1807106
126,2016,1777557
126,2020,1775378
127,Country,Kuwait
127,Country Code,KWT
127,1960,269026
127,1964,423900
127,1968,632911
127,1972,851918
127,1976,1085866
127,1980,1368680
127,1984,1652150
127,1988,2034850
127,1992,..
127,1996,1626858
127,2000,2045123
127,2004,2200498
127,2008,2656010
127,2012,3348852
127,2016,3956862
127,2020,4270563
128,Country,Kyrgyz Republic
128,Country Code,KGZ
128,1960,2172300
128,1964,2495300
128,1968,2818300
128,1972,3088200
128,1976,3358700
128,1980,3617400
128,1984,3916400
128,1988,4218400
128,1992,4515400
128,1996,4628400
128,2000,4898400
128,2004,5104700
128,2008,5318700
128,2012,5607200
128,2016,6079500
128,2020,6591600
129,Country,Lao PDR
129,Country Code,LAO
129,1960,2120892
129,1964,2327137
129,1968,2556845
129,1972,2840842
129,1976,3098962
129,1980,3258149
129,1984,3586315
129,1988,4020817
129,1992,4500346
129,1996,4951189
129,2000,5323701
129,2004,5662199
129,2008,6046630
129,2012,6444527
129,2016,6845848
129,2020,7275556
130,Country,Late-demographic dividend
130,Country Code,LTE
130,1960,1096903448
130,1964,1165421495
130,1968,1277803242
130,1972,1400911434
130,1976,1506611986
130,1980,1595481006
130,1984,1691255626
130,1988,1796650131
130,1992,1892668367
130,1996,1975201502
130,2000,2045125929
130,2004,2100746553
130,2008,2154348068
130,2012,2206930121
130,2016,2261410364
130,2020,2307887395
131,Country,Latin America & Caribbean
131,Country Code,LCN
131,1960,219828794
131,1964,245147710
131,1968,272006857
131,1972,300028905
131,1976,329348136
131,1980,360211832
131,1984,392750803
131,1988,425549887
131,1992,458041493
131,1996,490002410
131,2000,520903474
131,2004,549590680
131,2008,576783743
131,2012,603094656
131,2016,628493594
131,2020,652276325
132,Country,Latin America & Caribbean (excluding high income)
132,Country Code,LAC
132,1960,197123485
132,1964,220096687
132,1968,244674060
132,1972,270368419
132,1976,297207329
132,1980,325470475
132,1984,355331567
132,1988,385236744
132,1992,414713589
132,1996,443669730
132,2000,471805920
132,2004,497915775
132,2008,522729313
132,2012,546631449
132,2016,570838477
132,2020,595242966
133,Country,Latin America & the Caribbean (IDA & IBRD countries)
133,Country Code,TLA
133,1960,209749023
133,1964,234169957
133,1968,260246118
133,1972,287442489
133,1976,315955197
133,1980,346328178
133,1984,378506071
133,1988,410761042
133,1992,442751009
133,1996,474321040
133,2000,504921279
133,2004,533415243
133,2008,560624662
133,2012,586999600
133,2016,612511541
133,2020,636492840
134,Country,Latvia
134,Country Code,LVA
134,1960,2120979
134,1964,2240623
134,1968,2323619
134,1972,2395674
134,1976,2470989
134,1980,2511701
134,1984,2562047
134,1988,2653434
134,1992,2614338
134,1996,2457222
134,2000,2367550
134,2004,2263122
134,2008,2177322
134,2012,2034319
134,2016,1959537
134,2020,1901548
135,Country,Least developed countries: UN classification
135,Country Code,LDC
135,1960,240518397
135,1964,264174076
135,1968,292046003
135,1972,321797948
135,1976,353691447
135,1980,390612544
135,1984,432185306
135,1988,479814027
135,1992,534731004
135,1996,594801271
135,2000,657215854
135,2004,726331171
135,2008,798563425
135,2012,876867234
135,2016,963519718
135,2020,1057438163
136,Country,Lebanon
136,Country Code,LBN
136,1960,1804935
136,1964,2041231
136,1968,2210769
136,1972,2417837
136,1976,2596409
136,1980,2588928
136,1984,2638056
136,1988,2684682
136,1992,3076133
136,1996,3610663
136,2000,3842774
136,2004,4569377
136,2008,4764745
136,2012,5537620
136,2016,6714281
136,2020,6825442
137,Country,Lesotho
137,Country Code,LSO
137,1960,837264
137,1964,903757
137,1968,983683
137,1972,1077102
137,1976,1193517
137,1980,1340258
137,1984,1489685
137,1988,1630993
137,1992,1782284
137,1996,1934294
137,2000,2032805
137,2004,2005953
137,2008,1987130
137,2012,2014988
137,2016,2075041
137,2020,2142252
138,Country,Liberia
138,Country Code,LBR
138,1960,1118655
138,1964,1217905
138,1968,1333980
138,1972,1474567
138,1976,1645833
138,1980,1852991
138,1984,2111667
138,1988,2134105
138,1992,2001612
138,1996,2160480
138,2000,2848447
138,2004,3135654
138,2008,3607863
138,2012,4135662
138,2016,4586788
138,2020,5057677
139,Country,Libya
139,Country Code,LBY
139,1960,1448416
139,1964,1667822
139,1968,1958909
139,1972,2327487
139,1976,2754698
139,1980,3219462
139,1984,3746712
139,1988,4220451
139,1992,4650896
139,1996,5036173
139,2000,5357893
139,2004,5710163
139,2008,6058740
139,2012,6285751
139,2016,6492160
139,2020,6871287
140,Country,Liechtenstein
140,Country Code,LIE
140,1960,16501
140,1964,18170
140,1968,20237
140,1972,22161
140,1976,23933
140,1980,25881
140,1984,27028
140,1988,28135
140,1992,29552
140,1996,31354
140,2000,33184
140,2004,34444
140,2008,35469
140,2012,36615
140,2016,37655
140,2020,38137
141,Country,Lithuania
141,Country Code,LTU
141,1960,2778550
141,1964,2935200
141,1968,3078850
141,1972,3213622
141,1976,3328664
141,1980,3413202
141,1984,3514205
141,1988,3655049
141,1992,3700114
141,1996,3601613
141,2000,3499536
141,2004,3377075
141,2008,3198231
141,2012,2987773
141,2016,2868231
141,2020,2794700
142,Country,Low & middle income
142,Country Code,LMY
142,1960,2264230620
142,1964,2446616794
142,1968,2688185221
142,1972,2955489373
142,1976,3220127983
142,1980,3485705709
142,1984,3779008675
142,1988,4095886112
142,1992,4415505150
142,1996,4719451017
142,2000,5015320490
142,2004,5301861509
142,2008,5591217271
142,2012,5889963667
142,2016,6200441680
142,2020,6509474374
143,Country,Low income
143,Country Code,LIC
143,1960,137782356
143,1964,150668279
143,1968,166378127
143,1972,184306845
143,1976,203955515
143,1980,225445124
143,1984,248343146
143,1988,275322077
143,1992,308709029
143,1996,346863261
143,2000,387088076
143,2004,434055590
143,2008,486468200
143,2012,541205688
143,2016,599290280
143,2020,665149035
144,Country,Lower middle income
144,Country Code,LMC
144,1960,989984004
144,1964,1085299211
144,1968,1191458095
144,1972,1308581612
144,1976,1438471529
144,1980,1583984211
144,1984,1748404026
144,1988,1922581048
144,1992,2100111594
144,1996,2272648448
144,2000,2445096607
144,2004,2616457516
144,2008,2790205950
144,2012,2968243908
144,2016,3149022555
144,2020,3330652547
145,Country,Luxembourg
145,Country Code,LUX
145,1960,313970
145,1964,327750
145,1968,335850
145,1972,346600
145,1976,360731
145,1980,364150
145,1984,365998
145,1988,373450
145,1992,392175
145,1996,414225
145,2000,436300
145,2004,458095
145,2008,488650
145,2012,530946
145,2016,582014
145,2020,632275
146,Country,"Macao SAR, China"
146,Country Code,MAC
146,1960,167795
146,1964,193556
146,1968,233002
146,1972,248770
146,1976,239074
146,1980,238085
146,1984,271914
146,1988,320774
146,1992,362308
146,1996,393376
146,2000,427772
146,2004,471600
146,2008,515232
146,2012,564037
146,2016,612824
146,2020,649342
147,Country,Madagascar
147,Country Code,MDG
147,1960,5099368
147,1964,5625164
147,1968,6234468
147,1972,6946619
147,1976,7773452
147,1980,8716549
147,1984,9780869
147,1988,10952396
147,1992,12301338
147,1996,13902697
147,2000,15766806
147,2004,17802992
147,2008,19996476
147,2012,22346641
147,2016,24894370
147,2020,27691019
148,Country,Malawi
148,Country Code,MWI
148,1960,3659980
148,1964,4032364
148,1968,4464427
148,1972,4958556
148,1976,5545653
148,1980,6250434
148,1984,6964613
148,1988,8636686
148,1992,9685974
148,1996,10022783
148,2000,11148751
148,2004,12301837
148,2008,13727899
148,2012,15396010
148,2016,17205253
148,2020,19129955
149,Country,Malaysia
149,Country Code,MYS
149,1960,8156342
149,1964,9253827
149,1968,10297983
149,1972,11324277
149,1976,12468688
149,1980,13798094
149,1984,15192300
149,1988,17022470
149,1992,19002660
149,1996,21017619
149,2000,23194252
149,2004,25190647
149,2008,27236003
149,2012,29068189
149,2016,30684652
149,2020,32365998
150,Country,Maldives
150,Country Code,MDV
150,1960,89873
150,1964,100177
150,1968,109893
150,1972,123347
150,1976,140563
150,1980,158271
150,1984,182848
150,1988,209787
150,1992,236271
150,1996,259178
150,2000,279396
150,2004,311265
150,2008,343448
150,2012,397231
150,2016,475505
150,2020,540542
151,Country,Mali
151,Country Code,MLI
151,1960,5263727
151,1964,5503750
151,1968,5780836
151,1972,6147464
151,1976,6596721
151,1980,7090124
151,1984,7694857
151,1988,8171525
151,1992,8850334
151,1996,9837575
151,2000,10946448
151,2004,12369078
151,2008,14113578
151,2012,15979492
151,2016,17965448
151,2020,20250834
152,Country,Malta
152,Country Code,MLT
152,1960,326550
152,1964,321250
152,1968,307900
152,1972,302450
152,1976,305774
152,1980,316645
152,1984,330593
152,1988,347325
152,1992,367618
152,1996,379905
152,2000,390087
152,2004,401268
152,2008,409379
152,2012,420028
152,2016,455356
152,2020,525285
153,Country,Marshall Islands
153,Country Code,MHL
153,1960,14674
153,1964,16710
153,1968,18966
153,1972,22335
153,1976,26548
153,1980,30574
153,1984,36564
153,1988,44092
153,1992,49242
153,1996,50523
153,2000,50754
153,2004,54476
153,2008,56166
153,2012,56712
153,2016,57723
153,2020,59194
154,Country,Mauritania
154,Country Code,MRT
154,1960,850377
154,1964,956794
154,1968,1079580
154,1972,1217443
154,1976,1370364
154,1980,1540644
154,1984,1730737
154,1988,1930427
154,1992,2142645
154,1996,2372900
154,2000,2630217
154,2004,2939246
154,2008,3296237
154,2012,3706555
154,2016,4163532
154,2020,4649660
155,Country,Mauritius
155,Country Code,MUS
155,1960,659351
155,1964,736381
155,1968,798413
155,1972,852053
155,1976,906507
155,1980,966039
155,1984,1012221
155,1988,1043239
155,1992,1084441
155,1996,1133996
155,2000,1186873
155,2004,1221003
155,2008,1244121
155,2012,1255882
155,2016,1263473
155,2020,1265740
156,Country,Mexico
156,Country Code,MEX
156,1960,37771861
156,1964,42771077
156,1968,48431971
156,1972,54689944
156,1976,61242189
156,1980,67761367
156,1984,74352631
156,1988,80788725
156,1992,87075136
156,1996,93147045
156,2000,98899845
156,2004,104514934
156,2008,110815272
156,2012,117274156
156,2016,123333379
156,2020,128932753
157,Country,"Micronesia, Fed. Sts."
157,Country Code,FSM
157,1960,44510
157,1964,50476
157,1968,58386
157,1972,62275
157,1976,64360
157,1980,72936
157,1984,83192
157,1988,91984
157,1992,101386
157,1996,108311
157,2000,107405
157,2004,106624
157,2008,103549
157,2012,104506
157,2016,110215
157,2020,115021
158,Country,Middle East & North Africa
158,Country Code,MEA
158,1960,105203230
158,1964,117271192
158,1968,131026902
158,1972,146213398
158,1976,163532333
158,1980,184628581
158,1984,210648804
158,1988,238565130
158,1992,265656639
158,1996,292041169
158,2000,315326781
158,2004,340143477
158,2008,369823227
158,2012,401968363
158,2016,433616042
158,2020,464554123
159,Country,Middle East & North Africa (excluding high income)
159,Country Code,MNA
159,1960,97553136
159,1964,108376349
159,1968,120739199
159,1972,134051048
159,1976,148781943
159,1980,166616386
159,1984,188614684
159,1988,212456877
159,1992,237828686
159,1996,259431598
159,2000,279279614
159,2004,299502746
159,2008,321168746
159,2012,344998428
159,2016,370294017
159,2020,396147843
160,Country,Middle East & North Africa (IDA & IBRD countries)
160,Country Code,TMN
160,1960,97553136
160,1964,108376349
160,1968,120739199
160,1972,134051048
160,1976,148781943
160,1980,166616386
160,1984,188614684
160,1988,212456877
160,1992,235665095
160,1996,256843601
160,2000,276357461
160,2004,296266120
160,2008,317576769
160,2012,341018430
160,2016,365926929
160,2020,391344574
161,Country,Middle income
161,Country Code,MIC
161,1960,2126448264
161,1964,2295948515
161,1968,2521807094
161,1972,2771182528
161,1976,3016172468
161,1980,3260260585
161,1984,3530665529
161,1988,3820564035
161,1992,4106796121
161,1996,4372587756
161,2000,4628232414
161,2004,4867805919
161,2008,5104749071
161,2012,5348757979
161,2016,5601151400
161,2020,5844325339
162,Country,Moldova
162,Country Code,MDA
162,1960,2043664
162,1964,2228429
162,1968,2377848
162,1972,2515217
162,1976,2638126
162,1980,2728099
162,1984,2840565
162,1988,2940177
162,1992,2977130
162,1996,2946401
162,2000,2923783
162,2004,2895147
162,2008,2867964
162,2012,2859458
162,2016,2802170
162,2020,2617820
163,Country,Monaco
163,Country Code,MCO
163,1960,22461
163,1964,23236
163,1968,23295
163,1972,24049
163,1976,25523
163,1980,26752
163,1984,28511
163,1988,29232
163,1992,29859
163,1996,31001
163,2000,32148
163,2004,33499
163,2008,34860
163,2012,36459
163,2016,38070
163,2020,39244
164,Country,Mongolia
164,Country Code,MNG
164,1960,955514
164,1964,1074518
164,1968,1207104
164,1972,1356673
164,1976,1520868
164,1980,1689622
164,1984,1871089
164,1988,2089709
164,1992,2243495
164,1996,2316571
164,2000,2397417
164,2004,2496394
164,2008,2631899
164,2012,2824698
164,2016,3056358
164,2020,3278292
165,Country,Montenegro
165,Country Code,MNE
165,1960,480579
165,1964,521753
165,1968,517481
165,1972,521785
165,1976,552562
165,1980,572608
165,1984,600884
165,1988,607413
165,1992,608516
165,1996,611003
165,2000,604950
165,2004,613353
165,2008,616969
165,2012,620601
165,2016,622303
165,2020,621718
166,Country,Morocco
166,Country Code,MAR
166,1960,12328532
166,1964,13857656
166,1968,15307267
166,1972,16696890
166,1976,18198836
166,1980,19990006
166,1984,22002641
166,1988,23903592
166,1992,25711410
166,1996,27383472
166,2000,28793672
166,2004,30115196
166,2008,31536807
166,2012,33241898
166,2016,35126274
166,2020,36910558
167,Country,Mozambique
167,Country Code,MOZ
167,1960,7184870
167,1964,7857107
167,1968,8614445
167,1972,9446235
167,1976,10443954
167,1980,11630194
167,1984,12636120
167,1988,12758003
167,1992,13805999
167,1996,15960445
167,2000,17711925
167,2004,19910549
167,2008,22276596
167,2012,24862673
167,2016,27829930
167,2020,31255435
168,Country,Myanmar
168,Country Code,MMR
168,1960,21736947
168,1964,23717785
168,1968,26015239
168,1972,28570093
168,1976,31314347
168,1980,34224316
168,1984,37241530
168,1988,40085653
168,1992,42401686
168,1996,44452203
168,2000,46719698
168,2004,48564489
168,2008,49929642
168,2012,51413703
168,2016,53045199
168,2020,54409794
169,Country,Namibia
169,Country Code,NAM
169,1960,634138
169,1964,698797
169,1968,773428
169,1972,868954
169,1976,971117
169,1980,1057723
169,1984,1162282
169,1988,1336545
169,1992,1516951
169,1996,1663378
169,2000,1794583
169,2004,1907737
169,2008,2043382
169,2012,2194777
169,2016,2358044
169,2020,2540916
170,Country,Nauru
170,Country Code,NRU
170,1960,4377
170,1964,5590
170,1968,6343
170,1972,6798
170,1976,7284
170,1980,7751
170,1984,8331
170,1988,9058
170,1992,10030
170,1996,10677
170,2000,10335
170,2004,9906
170,2008,9880
170,2012,10136
170,2016,10474
170,2020,10834
171,Country,Nepal
171,Country Code,NPL
171,1960,10105060
